id,role_label,experience_years,education_level,degree,skills,certifications,projects_summary,professional_summary,source
RES-0499,Full-Stack Developer,8,Bachelor's,B.Sc. Computer Science,Express.js|CSS3|Node.js|React|JavaScript|Next.js|GraphQL|Redis|Terraform|Jest|Microservices,Google Associate Cloud Engineer,Shipped end-to-end feature that increased user retention by 47%.,"Versatile engineer comfortable across the stack with 8 years of experience in React, Next.js, CSS3.",synthetic
RES-0874,Cloud Architect,8,Associate's,B.Sc. Computer Science,Terraform|Docker|Serverless|Cost Optimisation|Kubernetes|Azure|IAM|Disaster Recovery|Compliance|Ansible|Istio,,"Led cloud migration of 41-service estate to AWS, cutting TCO by 58%. // Led cloud migration of 32-service estate to AWS, cutting TCO by 59%. // Led cloud migration of 25-service estate to AWS, cutting TCO by 17%.","Senior cloud architect with 8+ years leading enterprise-scale cloud migrations using Kubernetes, Terraform, Istio.",synthetic
RES-0021,Backend Developer,8,Ph.D.,B.Tech Information Technology,AWS|PostgreSQL|Docker|Message Queues|Microservices|gRPC|Python|Java|Nginx|GitHub Actions|pytest|API Design,MongoDB Associate,"Built a real-time notification service using Django and message queues. // Led migration of monolith to microservices, reducing deployment time by 35%. // Led migration of monolith to microservices, reducing deployment time by 45%.","Results-driven backend developer with 8+ years designing and maintaining distributed systems in Microservices, PostgreSQL, Message Queues.",synthetic
RES-0958,Mobile Developer,9,Master's,B.Sc. Computer Science,React Native|Swift|Play Store Deployment|Android|Firebase|Java|Kotlin|Xcode|Flutter|REST API|Analytics|Redux,,"Integrated offline-first architecture, improving UX in low-connectivity regions. // Reduced app crash rate from 6% to 0.9% through systematic debugging.","Mobile engineer with 9 years crafting performant iOS and Android experiences with Analytics, Android, Flutter.",public_profile_anonymized
RES-0354,Frontend Developer,4,Ph.D.,B.Tech Information Technology,Cross-browser Compatibility|Next.js|REST API|GraphQL|Nuxt.js|SASS|GitHub|CI/CD|Jest|Node.js|PWA,Meta Front-End Developer,"Reduced bundle size by 59% through code splitting and lazy loading. // Rebuilt company dashboard in Vite, improving load time by 50%.","Creative UI engineer with 4+ years of experience crafting pixel-perfect interfaces using Nuxt.js, PWA, SASS.",kaggle_anonymized
RES-0393,Full-Stack Developer,1,Associate's,M.Sc. Software Engineering,CI/CD|Next.js|AWS|Git|FastAPI|HTML5|GraphQL|JavaScript|REST API|Redis|TailwindCSS|TypeScript|JWT|Agile|Jest,,Built an internal tooling dashboard serving 42+ engineering teams.,"Versatile engineer comfortable across the stack with 1 years of experience in JWT, FastAPI, AWS.",synthetic
RES-0667,Data Scientist,11,Associate's,Ph.D. Computer Science,Statistics|Data Visualisation|A/B Testing|Python|PyTorch|MLflow|Tableau|Experiment Tracking|GCP Vertex AI,Databricks Certified Associate|IBM Data Science Professional,"Automated ETL pipelines reducing manual data preparation by 51%. // Built a churn prediction model with 42% accuracy, saving 41k ARR. // Published research on Statistics applied to time-series forecasting.","Data scientist with 11 years transforming raw data into actionable insights using MLflow, PyTorch, GCP Vertex AI.",public_profile_anonymized
RES-0064,Backend Developer,1,Associate's,B.Sc. Computer Science,Redis|Java|Node.js|GraphQL|NestJS|AWS|Microservices|MongoDB|API Design|Apache Kafka,Oracle Java SE,"Led migration of monolith to microservices, reducing deployment time by 38%.","Experienced server-side developer specialising in Java, API Design, Node.js with 1 years of professional experience.",synthetic
RES-0863,Cloud Architect,1,Ph.D.,M.B.A. Technology Management,AWS|Disaster Recovery|Terraform|Cloud Security|VPC|Vault|Ansible|Zero-Trust Security|CDK,AWS Solutions Architect Professional,Architected serverless data pipeline processing 27M events/day.,"Senior cloud architect with 1+ years leading enterprise-scale cloud migrations using Cloud Security, VPC, Ansible.",kaggle_anonymized
RES-0054,Backend Developer,1,Ph.D.,M.Sc. Computer Science,Docker|Ruby|Azure|Redis|GraphQL|Elasticsearch|Message Queues|Python|PostgreSQL|Terraform|Unit Testing|API Design|Jenkins|Nginx|GitHub Actions,,Designed and maintained a high-throughput REST API serving 12k requests/day. // Built a real-time notification service using MongoDB and message queues. // Designed and maintained a high-throughput REST API serving 22k requests/day.,"Backend engineer with 1 years of experience building scalable APIs and microservices using GraphQL, Message Queues, Terraform.",kaggle_anonymized
RES-0442,Full-Stack Developer,9,Master's,B.E. Software Engineering,Docker|MongoDB|PostgreSQL|Express.js|Node.js|Next.js|React|REST API|TailwindCSS|GraphQL|AWS|FastAPI|Kubernetes|Terraform|Redis|Elasticsearch,,Built an internal tooling dashboard serving 35+ engineering teams. // Delivered a full-stack SaaS platform from design to production in 31 months.,"Versatile engineer comfortable across the stack with 9 years of experience in Docker, React, GraphQL.",synthetic
RES-0220,Frontend Developer,3,Bachelor's,B.Sc. Computer Science,REST API|Zustand|Webpack|Next.js|Redux|Responsive Design|Nuxt.js|Cross-browser Compatibility|GraphQL|CSS3|TypeScript|Vue.js|Storybook|Jest|Figma,Meta Front-End Developer|AWS Cloud Practitioner,Reduced bundle size by 56% through code splitting and lazy loading.,"Frontend developer with 3 years building responsive, accessible UIs with Zustand, Redux, Storybook.",kaggle_anonymized
RES-0257,Frontend Developer,4,Master's,B.Sc. Computer Science,HTML5|Vite|JavaScript|REST API|CSS3|Angular|Responsive Design|React|Redux|Accessibility|GraphQL|TypeScript|GitHub|SEO|Performance Optimisation|Cypress|D3.js,Meta Front-End Developer,"Rebuilt company dashboard in JavaScript, improving load time by 36%. // Rebuilt company dashboard in JavaScript, improving load time by 15%.","Frontend developer with 4 years building responsive, accessible UIs with D3.js, HTML5, Responsive Design.",public_profile_anonymized
RES-0092,Backend Developer,5,Ph.D.,M.Sc. Computer Science,Django|Microservices|Go|Java|C#|Kubernetes|Spring Boot|Elasticsearch|Node.js|Ruby|Express.js|Rust|pytest|Nginx,AWS Certified Developer|Oracle Java SE,"Led migration of monolith to microservices, reducing deployment time by 43%. // Designed and maintained a high-throughput REST API serving 10k requests/day.","Backend engineer with 5 years of experience building scalable APIs and microservices using Nginx, Spring Boot, Kubernetes.",synthetic
RES-0610,Data Scientist,3,Bachelor's,B.Sc. Mathematics,Deep Learning|A/B Testing|Matplotlib|R|SQL|Machine Learning|Natural Language Processing|Pandas|Data Visualisation|Python|Model Deployment|GCP Vertex AI|Git|Spark,AWS Machine Learning Specialty|Google Professional Data Engineer,Automated ETL pipelines reducing manual data preparation by 16%.,"Data scientist with 3 years transforming raw data into actionable insights using Pandas, A/B Testing, Deep Learning.",synthetic
RES-0066,Backend Developer,2,Bachelor's,M.Sc. Computer Science,Elasticsearch|Node.js|gRPC|Message Queues|Kubernetes|AWS|Nginx|pytest,AWS Certified Developer,"Led migration of monolith to microservices, reducing deployment time by 23%. // Built a real-time notification service using MySQL and message queues. // Led migration of monolith to microservices, reducing deployment time by 32%.","Backend engineer with 2 years of experience building scalable APIs and microservices using Nginx, Kubernetes, Message Queues.",synthetic
RES-0202,Frontend Developer,11,Bachelor's,B.Tech Information Technology,Zustand|REST API|Vite|Angular|JavaScript|Responsive Design|Git|PWA|Performance Optimisation|Cypress|Storybook,,Developed a reusable component library with 40+ components used across 8 products. // Implemented WCAG 2.1 AA accessibility standards across the entire application.,"Passionate frontend engineer with 11 years of hands-on experience in JavaScript, Vite, PWA.",synthetic
RES-0619,Data Scientist,5,Ph.D.,M.Sc. Data Science,Natural Language Processing|Python|Jupyter|A/B Testing|Scikit-learn|SQL|Seaborn|Pandas|R|NumPy|PyTorch|Experiment Tracking|Azure ML|Hadoop,Google Professional Data Engineer|AWS Machine Learning Specialty,"Developed a recommendation engine improving click-through rate by 15%. // Built a churn prediction model with 31% accuracy, saving 43k ARR.","Machine learning practitioner with 5 years building predictive models with R, A/B Testing, NumPy.",synthetic
RES-0150,Backend Developer,2,Ph.D.,B.Tech Information Technology,SQL|C#|MongoDB|REST API|MySQL|Express.js|Kubernetes|Linux|Bash|Jenkins,Oracle Java SE|MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 53%. // Built a real-time notification service using Spring Boot and message queues.","Results-driven backend developer with 2+ years designing and maintaining distributed systems in SQL, Bash, MongoDB.",synthetic
RES-0664,Data Scientist,7,Bootcamp/Certification,B.Sc. Mathematics,Deep Learning|A/B Testing|SQL|TensorFlow|Statistics|Seaborn|Pandas|Jupyter|Python|Data Visualisation|Machine Learning|Looker|Tableau|MLflow|Hadoop|Docker,,"Published research on Natural Language Processing applied to time-series forecasting. // Built a churn prediction model with 32% accuracy, saving 32k ARR.","Machine learning practitioner with 7 years building predictive models with Statistics, Hadoop, Machine Learning.",synthetic
RES-0956,Mobile Developer,3,Ph.D.,B.Tech Mobile Computing,GraphQL|REST API|Kotlin|Play Store Deployment|Flutter|iOS|Android|Firebase|Push Notifications|App Store Deployment|React Native|Java|CI/CD|In-App Purchases,AWS Mobile Developer,"Integrated offline-first architecture, improving UX in low-connectivity regions.","Mobile developer with 3 years building cross-platform and native apps using REST API, Android, Push Notifications.",synthetic
RES-0201,Frontend Developer,3,Ph.D.,B.Sc. Computer Science,JavaScript|HTML5|Redux|Zustand|GraphQL|Cross-browser Compatibility|SASS|REST API|CSS3|Vue.js|Accessibility|Nuxt.js|Cypress|CI/CD|Storybook|GitHub|Node.js,,Reduced bundle size by 33% through code splitting and lazy loading. // Developed a reusable component library with 37+ components used across 8 products.,"Passionate frontend engineer with 3 years of hands-on experience in Nuxt.js, Cross-browser Compatibility, JavaScript.",kaggle_anonymized
RES-0718,DevOps Engineer,3,Ph.D.,M.Sc. Cloud Computing,Azure|Docker|Grafana|CI/CD|Ansible|Site Reliability Engineering|Linux|GCP|Jenkins|GitHub Actions|Vagrant|Nginx|Vault,CKA (Kubernetes),Reduced deployment lead time from 36 days to 6 hours by redesigning CI/CD pipeline. // Achieved 47% cost reduction by right-sizing cloud infrastructure on Monitoring.,"Infrastructure engineer with 3 years designing cloud-native platforms with Grafana, Ansible, Docker.",synthetic
RES-0821,DevOps Engineer,8,Master's,B.Sc. Computer Science,CI/CD|AWS|Kubernetes|Azure|Python|Linux|GCP|Docker|Prometheus|HAProxy|Nginx|Packer|OpenTelemetry|Vagrant|Service Mesh,HashiCorp Terraform Associate|Google Professional DevOps Engineer,Achieved 28% cost reduction by right-sizing cloud infrastructure on Python. // Reduced deployment lead time from 7 days to 6 hours by redesigning CI/CD pipeline.,"Reliability-focused DevOps professional with 8+ years of experience in Docker, AWS, Python.",public_profile_anonymized
RES-0225,Frontend Developer,3,Bachelor's,B.Sc. Computer Science,TailwindCSS|TypeScript|GraphQL|Responsive Design|Vite|REST API|Cross-browser Compatibility|SASS|Nuxt.js|HTML5|React|Storybook|Web Animations|Jest|PWA|CI/CD,Google UX Design,"Developed a reusable component library with 29+ components used across 2 products. // Rebuilt company dashboard in Responsive Design, improving load time by 33%.","Creative UI engineer with 3+ years of experience crafting pixel-perfect interfaces using React, PWA, REST API.",synthetic
RES-0684,Data Scientist,3,Bachelor's,B.Sc. Mathematics,TensorFlow|Statistics|R|Jupyter|Deep Learning|Natural Language Processing|Pandas|A/B Testing|PyTorch|MLflow|dbt|Airflow,,Developed a recommendation engine improving click-through rate by 21%. // Automated ETL pipelines reducing manual data preparation by 44%.,"Machine learning practitioner with 3 years building predictive models with Deep Learning, Statistics, PyTorch.",kaggle_anonymized
RES-0929,Mobile Developer,4,Bachelor's,B.Tech Mobile Computing,iOS|Objective-C|Swift|Push Notifications|REST API|GraphQL|Flutter|React Native|Android Studio|SQLite|GPS|MobX,AWS Mobile Developer|Google Associate Android Developer,Shipped iOS and Android apps with 36k+ downloads in first month. // Achieved 24% reduction in app cold-start time through performance profiling.,"Mobile developer with 4 years building cross-platform and native apps using Objective-C, Flutter, Android Studio.",synthetic
RES-0152,Backend Developer,11,Bootcamp/Certification,B.Sc. Computer Science,Node.js|GCP|SQL|Redis|REST API|Java|Message Queues|Express.js|NestJS|GitHub Actions|OAuth2|Apache Kafka|Nginx|Unit Testing,MongoDB Associate|Oracle Java SE,Built a real-time notification service using AWS and message queues.,"Backend engineer with 11 years of experience building scalable APIs and microservices using SQL, Node.js, OAuth2.",kaggle_anonymized
RES-0752,DevOps Engineer,7,Bachelor's,M.Sc. Cloud Computing,Ansible|AWS|Python|Docker|CI/CD|Helm|Monitoring|Kubernetes|Bash|Vagrant|ELK Stack|ArgoCD|Nginx|GitOps,CKA (Kubernetes)|AWS DevOps Engineer Professional,Containerised 17 legacy services with Docker and orchestrated with Kubernetes. // Containerised 5 legacy services with Docker and orchestrated with Kubernetes. // Achieved 43% cost reduction by right-sizing cloud infrastructure on AWS.,"DevOps engineer with 7 years automating infrastructure and improving deployment pipelines using CI/CD, Nginx, Docker.",public_profile_anonymized
RES-0172,Backend Developer,1,Bootcamp/Certification,M.Sc. Computer Science,Microservices|Rust|Spring Boot|Node.js|NestJS|MongoDB|SQL|Python|GCP|Azure|Go|OAuth2|RabbitMQ|Nginx|GitHub Actions,Oracle Java SE|MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 28%. // Optimised PostgreSQL query performance, cutting average response time by 24%.","Backend engineer with 1 years of experience building scalable APIs and microservices using Rust, Go, Microservices.",synthetic
RES-0156,Backend Developer,5,Bachelor's,B.Sc. Computer Science,Node.js|Spring Boot|Ruby|SQL|AWS|Elasticsearch|Django|Jenkins|Unit Testing,MongoDB Associate,Built a real-time notification service using MySQL and message queues. // Designed and maintained a high-throughput REST API serving 22k requests/day.,"Results-driven backend developer with 5+ years designing and maintaining distributed systems in Node.js, Unit Testing, Spring Boot.",public_profile_anonymized
RES-0786,DevOps Engineer,3,Associate's,B.Sc. Computer Science,Grafana|GitHub Actions|Helm|Prometheus|Monitoring|Ansible|Istio|Capacity Planning|Vault|Packer,,Reduced deployment lead time from 23 days to 7 hours by redesigning CI/CD pipeline.,"DevOps engineer with 3 years automating infrastructure and improving deployment pipelines using Grafana, Prometheus, Packer.",synthetic
RES-0386,Full-Stack Developer,10,Master's,B.Tech Computer Engineering,Python|PostgreSQL|MongoDB|HTML5|CI/CD|Docker|JavaScript|CSS3|Node.js|REST API|Microservices|Nginx|Scrum,AWS Certified Developer|Google Associate Cloud Engineer,Delivered a full-stack SaaS platform from design to production in 41 months. // Delivered a full-stack SaaS platform from design to production in 24 months.,"Full-stack engineer with 10+ years building and shipping products with MongoDB, REST API, Docker.",kaggle_anonymized
RES-0761,DevOps Engineer,10,Bootcamp/Certification,B.E. Information Technology,Infrastructure as Code|Python|GCP|Site Reliability Engineering|Helm|Azure|Docker|Monitoring|Grafana|AWS|GitHub Actions|Vagrant|Cost Optimisation|Security Hardening|ArgoCD|Service Mesh|Loki,,Improved system uptime to 99.81% SLA through improved monitoring and alerting.,"Infrastructure engineer with 10 years designing cloud-native platforms with Monitoring, GCP, Cost Optimisation.",synthetic
RES-0739,DevOps Engineer,4,Bootcamp/Certification,B.E. Information Technology,Prometheus|Helm|Python|Grafana|AWS|Terraform|Vault|Nginx|Loki|OpenTelemetry|ELK Stack|Capacity Planning,Google Professional DevOps Engineer|HashiCorp Terraform Associate,Improved system uptime to 99.83% SLA through improved monitoring and alerting.,"DevOps engineer with 4 years automating infrastructure and improving deployment pipelines using Loki, Vault, Prometheus.",synthetic
RES-0301,Frontend Developer,8,Bachelor's,B.Sc. Computer Science,Zustand|Next.js|REST API|Webpack|JavaScript|Performance Optimisation|Cypress|Jest|Figma,,Implemented WCAG 2.1 AA accessibility standards across the entire application.,"Passionate frontend engineer with 8 years of hands-on experience in Zustand, Figma, REST API.",synthetic
RES-0003,Backend Developer,5,Ph.D.,B.Sc. Computer Science,Microservices|FastAPI|Go|REST API|Django|gRPC|Celery|CI/CD|OAuth2|Nginx,MongoDB Associate|AWS Certified Developer,"Led migration of monolith to microservices, reducing deployment time by 39%. // Led migration of monolith to microservices, reducing deployment time by 18%. // Built a real-time notification service using REST API and message queues.","Results-driven backend developer with 5+ years designing and maintaining distributed systems in CI/CD, Go, Django.",synthetic
RES-0616,Data Scientist,2,Bachelor's,M.Sc. Data Science,R|Python|NumPy|Statistics|Scikit-learn|A/B Testing|Deep Learning|Jupyter|Matplotlib|Git|Docker,Databricks Certified Associate|Google Professional Data Engineer,"Built a churn prediction model with 31% accuracy, saving 48k ARR. // Automated ETL pipelines reducing manual data preparation by 55%.","Data scientist with 2 years transforming raw data into actionable insights using A/B Testing, Matplotlib, NumPy.",synthetic
RES-0647,Data Scientist,8,Ph.D.,M.Sc. Data Science,Matplotlib|NumPy|PyTorch|SQL|A/B Testing|Machine Learning|Data Visualisation|TensorFlow|Bayesian Statistics|Hypothesis Testing|Power BI|Spark|Experiment Tracking|Tableau,IBM Data Science Professional|Databricks Certified Associate,Developed a recommendation engine improving click-through rate by 18%.,"Machine learning practitioner with 8 years building predictive models with Tableau, Data Visualisation, Power BI.",kaggle_anonymized
RES-0350,Frontend Developer,7,Bootcamp/Certification,B.Sc. Computer Science,Next.js|Cross-browser Compatibility|Zustand|Webpack|Vue.js|TypeScript|CSS3|Storybook|Git|SEO,Meta Front-End Developer,"Rebuilt company dashboard in Zustand, improving load time by 15%. // Reduced bundle size by 56% through code splitting and lazy loading.","Creative UI engineer with 7+ years of experience crafting pixel-perfect interfaces using Vue.js, Cross-browser Compatibility, Storybook.",public_profile_anonymized
RES-0175,Backend Developer,1,Bachelor's,B.E. Software Engineering,PostgreSQL|Java|Rust|MySQL|Microservices|Django|GCP|ORM|Elasticsearch|Terraform|OAuth2|API Design|RabbitMQ,MongoDB Associate|AWS Certified Developer,"Optimised PostgreSQL query performance, cutting average response time by 31%. // Designed and maintained a high-throughput REST API serving 23k requests/day. // Optimised PostgreSQL query performance, cutting average response time by 57%.","Results-driven backend developer with 1+ years designing and maintaining distributed systems in Django, PostgreSQL, OAuth2.",synthetic
RES-0167,Backend Developer,5,Bachelor's,B.Tech Information Technology,Rust|Azure|Go|MySQL|Kubernetes|Message Queues|Ruby|Node.js|gRPC|REST API|Apache Kafka|RabbitMQ|Terraform|OAuth2|Unit Testing|Bash,AWS Certified Developer,Built a real-time notification service using Django and message queues.,"Results-driven backend developer with 5+ years designing and maintaining distributed systems in Apache Kafka, Terraform, Node.js.",synthetic
RES-0704,DevOps Engineer,8,Bootcamp/Certification,B.Tech Computer Engineering,AWS|Linux|Azure|Kubernetes|Jenkins|GCP|Python|Helm|Prometheus|Infrastructure as Code|Grafana|Jaeger|Capacity Planning|Loki|GitOps,,Containerised 19 legacy services with Docker and orchestrated with Kubernetes. // Containerised 10 legacy services with Docker and orchestrated with Kubernetes.,"Reliability-focused DevOps professional with 8+ years of experience in GitOps, Infrastructure as Code, Azure.",synthetic
RES-0401,Full-Stack Developer,4,Bachelor's,B.Sc. Computer Science,Git|PostgreSQL|HTML5|AWS|Node.js|Redis|Python|Docker|React|TailwindCSS|Express.js|JavaScript|Jest|Elasticsearch|Microservices|pytest,,Built an internal tooling dashboard serving 50+ engineering teams.,"Versatile engineer comfortable across the stack with 4 years of experience in TailwindCSS, AWS, Python.",synthetic
RES-0629,Data Scientist,10,Bachelor's,B.Sc. Mathematics,Deep Learning|Seaborn|Pandas|PyTorch|Statistics|Jupyter|Scikit-learn|NumPy|Spark|Looker|Airflow,IBM Data Science Professional,Developed a recommendation engine improving click-through rate by 35%.,"Data scientist with 10 years transforming raw data into actionable insights using NumPy, Pandas, Airflow.",synthetic
RES-0723,DevOps Engineer,2,Ph.D.,B.E. Information Technology,Monitoring|Site Reliability Engineering|Terraform|Jenkins|AWS|GCP|Helm|Azure|Bash|Ansible|Linux|Service Mesh|Nginx,AWS DevOps Engineer Professional|Google Professional DevOps Engineer,Containerised 33 legacy services with Docker and orchestrated with Kubernetes. // Containerised 43 legacy services with Docker and orchestrated with Kubernetes. // Reduced deployment lead time from 46 days to 7 hours by redesigning CI/CD pipeline.,"DevOps engineer with 2 years automating infrastructure and improving deployment pipelines using Terraform, Jenkins, Site Reliability Engineering.",synthetic
RES-0179,Backend Developer,8,Bootcamp/Certification,B.Sc. Computer Science,Docker|Message Queues|Python|Node.js|Kubernetes|REST API|Django|pytest|CI/CD|GitHub Actions,MongoDB Associate|Oracle Java SE,"Optimised PostgreSQL query performance, cutting average response time by 49%. // Optimised PostgreSQL query performance, cutting average response time by 37%.","Results-driven backend developer with 8+ years designing and maintaining distributed systems in Message Queues, REST API, CI/CD.",synthetic
RES-0333,Frontend Developer,11,Ph.D.,Diploma in Web Development,Redux|Webpack|Vite|HTML5|Next.js|GraphQL|JavaScript|TypeScript|GitHub|Web Animations|SEO|Git|Performance Optimisation,Meta Front-End Developer,"Rebuilt company dashboard in JavaScript, improving load time by 41%.","Frontend developer with 11 years building responsive, accessible UIs with TypeScript, GraphQL, SEO.",synthetic
RES-0705,DevOps Engineer,2,Ph.D.,M.Sc. Cloud Computing,Prometheus|Terraform|AWS|Monitoring|Python|GitHub Actions|Linux|GCP|Ansible|CI/CD|HAProxy|OpenTelemetry|Service Mesh,HashiCorp Terraform Associate|Google Professional DevOps Engineer,Containerised 17 legacy services with Docker and orchestrated with Kubernetes. // Containerised 39 legacy services with Docker and orchestrated with Kubernetes. // Containerised 8 legacy services with Docker and orchestrated with Kubernetes.,"Infrastructure engineer with 2 years designing cloud-native platforms with HAProxy, Monitoring, GCP.",synthetic
RES-0816,DevOps Engineer,3,Master's,B.Sc. Computer Science,Python|Infrastructure as Code|AWS|Jenkins|Ansible|Jaeger|Loki|HAProxy,,Achieved 39% cost reduction by right-sizing cloud infrastructure on Docker.,"Reliability-focused DevOps professional with 3+ years of experience in Ansible, Jaeger, Infrastructure as Code.",synthetic
RES-0609,Data Scientist,12,Bachelor's,M.Sc. Machine Learning,Feature Engineering|Statistics|A/B Testing|SQL|Deep Learning|TensorFlow|Airflow|Spark|AWS SageMaker|Power BI|Git,Google Professional Data Engineer,Automated ETL pipelines reducing manual data preparation by 23%. // Published research on PyTorch applied to time-series forecasting.,"Data scientist with 12 years transforming raw data into actionable insights using A/B Testing, Power BI, Statistics.",public_profile_anonymized
RES-0901,Cloud Architect,10,Bootcamp/Certification,M.Sc. Computer Science,Lambda|High Availability|AWS|Cost Optimisation|Terraform|Disaster Recovery|GCP|Load Balancing|Multi-cloud Strategy|Azure|Solution Design|FinOps|CDK,TOGAF 9|Google Professional Cloud Architect,"Designed a multi-region, active-active architecture with 99.72% availability SLA. // Architected serverless data pipeline processing 35M events/day. // Architected serverless data pipeline processing 3M events/day.","Senior cloud architect with 10+ years leading enterprise-scale cloud migrations using Solution Design, Disaster Recovery, Lambda.",public_profile_anonymized
RES-0263,Frontend Developer,7,Bachelor's,B.Sc. Computer Science,HTML5|Vue.js|JavaScript|Redux|Webpack|Angular|React|Accessibility|SASS|Nuxt.js|Cross-browser Compatibility|Git|Storybook|SEO|PWA|Chart.js|Figma,,Reduced bundle size by 56% through code splitting and lazy loading. // Reduced bundle size by 32% through code splitting and lazy loading.,"Frontend developer with 7 years building responsive, accessible UIs with JavaScript, Redux, Accessibility.",public_profile_anonymized
RES-0558,Data Scientist,7,Associate's,Ph.D. Computer Science,Jupyter|PyTorch|Feature Engineering|TensorFlow|SQL|A/B Testing|NumPy|Scikit-learn|Data Visualisation|Statistics|Matplotlib|Seaborn|Airflow|AWS SageMaker|Power BI|Docker|GCP Vertex AI,Google Professional Data Engineer,Automated ETL pipelines reducing manual data preparation by 41%. // Developed a recommendation engine improving click-through rate by 32%.,"Analytical data scientist with 7+ years of experience in Feature Engineering, TensorFlow, Power BI and statistical modelling.",public_profile_anonymized
RES-0659,Data Scientist,1,Bootcamp/Certification,Ph.D. Computer Science,Scikit-learn|PyTorch|Natural Language Processing|Statistics|R|Data Visualisation|Machine Learning|Pandas|Deep Learning|Power BI|Hypothesis Testing,Google Professional Data Engineer,"Built a churn prediction model with 46% accuracy, saving 33k ARR.","Data scientist with 1 years transforming raw data into actionable insights using Statistics, Machine Learning, PyTorch.",public_profile_anonymized
RES-0737,DevOps Engineer,3,Ph.D.,B.E. Information Technology,Helm|Bash|Linux|GCP|Infrastructure as Code|Azure|Jenkins|Ansible|Terraform|Istio|Capacity Planning|Vagrant,AWS DevOps Engineer Professional|CKA (Kubernetes),Improved system uptime to 99.52% SLA through improved monitoring and alerting.,"Reliability-focused DevOps professional with 3+ years of experience in Ansible, Capacity Planning, Istio.",synthetic
RES-0114,Backend Developer,10,Associate's,M.Sc. Computer Science,Microservices|Kubernetes|Message Queues|ORM|GCP|Jenkins|API Design|Apache Kafka,,Built a real-time notification service using GCP and message queues.,"Results-driven backend developer with 10+ years designing and maintaining distributed systems in ORM, Jenkins, Message Queues.",public_profile_anonymized
RES-0063,Backend Developer,11,Bootcamp/Certification,B.E. Software Engineering,MySQL|gRPC|Message Queues|AWS|NestJS|Java|Apache Kafka|RabbitMQ|Linux|JWT|Nginx|Bash,,"Optimised PostgreSQL query performance, cutting average response time by 60%. // Designed and maintained a high-throughput REST API serving 31k requests/day.","Results-driven backend developer with 11+ years designing and maintaining distributed systems in NestJS, MySQL, Apache Kafka.",synthetic
RES-0754,DevOps Engineer,12,Master's,M.Sc. Cloud Computing,CI/CD|GCP|Terraform|Infrastructure as Code|GitHub Actions|Helm|Ansible|Prometheus|Jenkins|Jaeger|Istio|Security Hardening|ArgoCD,AWS DevOps Engineer Professional,Reduced deployment lead time from 22 days to 2 hours by redesigning CI/CD pipeline. // Achieved 19% cost reduction by right-sizing cloud infrastructure on Ansible. // Containerised 11 legacy services with Docker and orchestrated with Kubernetes.,"DevOps engineer with 12 years automating infrastructure and improving deployment pipelines using GCP, Jaeger, Jenkins.",synthetic
RES-0868,Cloud Architect,11,Ph.D.,M.B.A. Technology Management,Auto Scaling|Serverless|Kubernetes|Cost Optimisation|Multi-cloud Strategy|Compliance|CDK|Helm|Enterprise Architecture|FinOps|CloudFormation,Azure Solutions Architect Expert,"Designed a multi-region, active-active architecture with 99.74% availability SLA.","Solutions architect with 11 years architecting multi-cloud environments with FinOps, Multi-cloud Strategy, Cost Optimisation.",synthetic
RES-0408,Full-Stack Developer,6,Bootcamp/Certification,B.Sc. Computer Science,GraphQL|TypeScript|REST API|Next.js|React|TailwindCSS|MongoDB|FastAPI|PostgreSQL|Express.js|Python|Git|Agile|WebSockets|Kubernetes|JWT|GitHub Actions|Nginx,AWS Certified Developer|Google Associate Cloud Engineer,Delivered a full-stack SaaS platform from design to production in 6 months. // Delivered a full-stack SaaS platform from design to production in 50 months.,"Versatile engineer comfortable across the stack with 6 years of experience in Agile, TypeScript, WebSockets.",kaggle_anonymized
RES-0087,Backend Developer,12,Master's,B.Sc. Computer Science,Node.js|FastAPI|Java|GraphQL|Go|gRPC|Elasticsearch|AWS|Terraform|Unit Testing,,"Led migration of monolith to microservices, reducing deployment time by 25%. // Built a real-time notification service using Message Queues and message queues. // Designed and maintained a high-throughput REST API serving 3k requests/day.","Results-driven backend developer with 12+ years designing and maintaining distributed systems in FastAPI, AWS, Terraform.",public_profile_anonymized
RES-0628,Data Scientist,9,Bootcamp/Certification,M.Sc. Data Science,Deep Learning|TensorFlow|Pandas|SQL|NumPy|Hypothesis Testing|AWS SageMaker|Spark|Power BI,,Published research on R applied to time-series forecasting. // Automated ETL pipelines reducing manual data preparation by 17%.,"Analytical data scientist with 9+ years of experience in Pandas, NumPy, Power BI and statistical modelling.",kaggle_anonymized
RES-0173,Backend Developer,12,Master's,M.Sc. Computer Science,Kubernetes|GraphQL|Rust|Java|ORM|Docker|Microservices|gRPC|Elasticsearch|AWS|C#|Message Queues|GitHub Actions|Linux|Jenkins|API Design|CI/CD|Nginx,AWS Certified Developer|Oracle Java SE,"Led migration of monolith to microservices, reducing deployment time by 32%. // Designed and maintained a high-throughput REST API serving 38k requests/day. // Designed and maintained a high-throughput REST API serving 11k requests/day.","Backend engineer with 12 years of experience building scalable APIs and microservices using gRPC, API Design, Rust.",public_profile_anonymized
